,Unnamed: 0,context,answer,question,start_idx,end_idx,predicted_answer,score
12,12,"At great depths, life becomes very difficult. The pressure is so great that only specially adapted creatures can live there. ",The pressure is so great,"why can only specially adapted creatures live in the depths ?
",46,69,the pressure is so great,1.0
13,13,"At great depths, life becomes very difficult. The pressure is so great that only specially adapted creatures can live there. ",only specially adapted creatures can live there,"what happens when the pressure is so great ?
",76,122,that only specially adapted creatures can live there,0.9333333333333333
14,14,"The molecules absorb the Suns energy and are heated up. But there are so very few gas molecules, that the air still feels very cold. Molecules in the thermosphere gain or lose electrons.",But there are so very,"why does the air still feel very cold ?
",56,76,there are so very few gas molecules,0.6666666666666666
15,15,"The molecules absorb the Suns energy and are heated up. But there are so very few gas molecules, that the air still feels very cold. Molecules in the thermosphere gain or lose electrons.",the air still feels very cold,"what happens when there are very few gas molecules in the air ?
",102,130,the air still feels very cold,1.0
16,16,"Gas molecules are very far apart in this layer, but they are really hot. Earths gravity is so weak in the exosphere that gas molecules sometimes just float off into space. ",Earths gravity is so weak,"why do gas molecules sometimes float off into space ?
",73,97,earths gravity is so weak in the exosphere,0.8333333333333333
17,17,"Gas molecules are very far apart in this layer, but they are really hot. Earths gravity is so weak in the exosphere that gas molecules sometimes just float off into space. ",gas molecules sometimes just float off into space,"why is earth ' s gravity so weak in the exosphere ?
",121,169,that gas molecules sometimes just float off into space,0.9411764705882353
18,18,Plate movements trigger volcanoes. A huge eruption could spew so much gas and ash into the air that little sunlight would reach the surface for months or years. This could lower Earths temperature.,A huge eruption could spew so much,"why would little sunlight reach the surface for months or years ?
",35,68,a huge eruption could spew so much gas and ash into the air,0.7058823529411764
19,19,Plate movements trigger volcanoes. A huge eruption could spew so much gas and ash into the air that little sunlight would reach the surface for months or years. This could lower Earths temperature.,little sunlight would reach the surface for months or years,"what happens when a volcano erupts ?
",100,158,,0.0
20,20,"Figure 18.14 shows a pond covered with algae. Algae may use up so much oxygen in the water that nothing else can grow. Soon, even the algae die out.",Algae may use up so much,"why is there so much oxygen in the water that nothing else can grow ?
",46,69,algae may use up,0.8
21,21,"Figure 18.14 shows a pond covered with algae. Algae may use up so much oxygen in the water that nothing else can grow. Soon, even the algae die out.",nothing else can grow,"what happens when algae use up too much oxygen in the water ?
",96,116,"soon , even the algae die out",0.0
22,22,"In some parts of the world, raw sewage and trash may be thrown into the water (see Figure 21.12). Coastal water may become so polluted that people get sick if they swim in it or eat seafood from it. The polluted water may also kill fish and other ocean life.",Coastal water may become so polluted,"why do people get sick if they swim in coastal water ?
",98,133,polluted,0.2857142857142857
23,23,"In some parts of the world, raw sewage and trash may be thrown into the water (see Figure 21.12). Coastal water may become so polluted that people get sick if they swim in it or eat seafood from it. The polluted water may also kill fish and other ocean life.",people get sick if they swim in it or eat seafood from it,"why can coastal water become so polluted ?
",140,196,people get sick if they swim in it or eat seafood from it,1.0
24,24,"In the mid 1900s, people were startled to see the Cuyahoga River in Cleveland, Ohio, burst into flames! The river was so polluted with oil and other industrial wastes that it was flammable. Nothing could live in it.",The river was so polluted,"why did the cuyahoga river burst into flames ?
",104,128,startled,0.0
25,25,"In the mid 1900s, people were startled to see the Cuyahoga River in Cleveland, Ohio, burst into flames! The river was so polluted with oil and other industrial wastes that it was flammable. Nothing could live in it.",it was flammable,"why did the cuyahoga river burst into flames ?
",172,187,startled,0.0
26,26,"A temperature inversion over London, England, kept cold air and pollutants near the ground. The air became so polluted that thousands of people died in just a few days. This event was called the Big Smoke.",The air became so polluted,"why did thousands of people die in just a few days ?
",92,117,the air became so polluted,1.0
27,27,"A temperature inversion over London, England, kept cold air and pollutants near the ground. The air became so polluted that thousands of people died in just a few days. This event was called the Big Smoke.",thousands of people died in just a few days,"what happened as a result of the temperature inversion ?
",124,166,the air became so polluted that thousands of people died in just a few days,0.761904761904762
28,28,With this information they could know when to plant crops. Stars were so important that the patterns they made in the sky were named. These patterns are called constellations.,Stars were so important,"why were constellations named ?
",59,81,so important,0.6666666666666666
29,29,With this information they could know when to plant crops. Stars were so important that the patterns they made in the sky were named. These patterns are called constellations.,the patterns they made in the sky were named,"why were stars so important ?
",88,131,,0.0
30,30,"A beam of light could travel from New York to Los Angeles and back again nearly 40 times in just one second. Even at that amazing rate, objects in space are so far away that it takes a lot of time for their light to reach us. Even light from the nearest star, our Sun, takes about 8 minutes to reach Earth.","Even at that amazing rate, objects in space are so far away","why does it take a lot of time for light to reach us ?
",109,167,objects in space are so far away,0.7368421052631579
31,31,"A beam of light could travel from New York to Los Angeles and back again nearly 40 times in just one second. Even at that amazing rate, objects in space are so far away that it takes a lot of time for their light to reach us. Even light from the nearest star, our Sun, takes about 8 minutes to reach Earth.",it takes a lot of time for their light to reach us,"why are objects in space so far away ?
",174,223,it takes a lot of time for their light to reach us,1.0
32,32,"As Figure 25.8 shows, the surface of Mercury is covered with craters, like Earths Moon. The presence of impact craters that are so old means that Mercury hasnt changed much geologically for billions of years. With only a trace of an atmosphere, it has no weather to wear down the ancient craters.",The presence of impact craters that are so old,"why is it possible that mercury hasn ' t changed much for billions of years ?
",88,133,the presence of impact craters that are so old,1.0
33,33,"As Figure 25.8 shows, the surface of Mercury is covered with craters, like Earths Moon. The presence of impact craters that are so old means that Mercury hasnt changed much geologically for billions of years. With only a trace of an atmosphere, it has no weather to wear down the ancient craters.",Mercury hasnt changed much geologically for billions of years,"why are the craters on mercury so old ?
",146,206,mercury hasnt changed much geologically for billions of years,1.0
34,34,"They are made of carbon dioxide, sulfur dioxide and large amounts of corrosive sulfuric acid! The atmosphere of Venus is so thick that the pressure on the surface of Venus is very high. In fact, it is 90 times greater than the pressure at Earths surface!",The atmosphere of Venus is so thick,"why is the pressure on the surface of venus high ?
",94,128,the atmosphere of venus is so thick,1.0
35,35,"They are made of carbon dioxide, sulfur dioxide and large amounts of corrosive sulfuric acid! The atmosphere of Venus is so thick that the pressure on the surface of Venus is very high. In fact, it is 90 times greater than the pressure at Earths surface!",the pressure on the surface of Venus is very high,"why is the atmosphere of venus so thick ?
",135,183,that the pressure on the surface of venus is very high,0.9411764705882353
36,36,Europa is heated by Jupiter. Jupiters tidal forces are so great that they stretch and squash its moon. This could produce enough heat for there to be liquid water.,Jupiters tidal forces are so great,"why is europa heated by jupiter ?
",29,62,jupiters tidal forces are so great that they stretch and squash its moon .,0.631578947368421
37,37,Europa is heated by Jupiter. Jupiters tidal forces are so great that they stretch and squash its moon. This could produce enough heat for there to be liquid water.,they stretch and squash its moon,"what happens to europa when jupiter ' s tidal forces are so great ?
",69,100,heated by jupiter,0.0
38,38,"The shape of the orbit is like a long, narrow ellipse. Plutos orbit is so elliptical that sometimes it is inside the orbit of Neptune. Plutos orbit is in the Kuiper belt.",Plutos orbit is so elliptical,"why is pluto sometimes inside neptune ' s orbit ?
",55,83,so elliptical,0.5714285714285715
39,39,"The shape of the orbit is like a long, narrow ellipse. Plutos orbit is so elliptical that sometimes it is inside the orbit of Neptune. Plutos orbit is in the Kuiper belt.",sometimes it is inside the orbit of Neptune,"why is pluto ' s orbit so elliptical ?
",90,132,sometimes it is inside the orbit of neptune,1.0
40,40,Both are very lightweight gases. A star contains so much hydrogen and helium that the weight of these gases is enormous. The pressure at the center of a star is great enough to heat the gases.,A star contains so much,"why is the weight of hydrogen and helium so large ?
",33,55,a star contains so much hydrogen and helium that the weight of these gases is enormous . the pressure at the center of a star is great enough to heat the gases,0.2758620689655173
41,41,Both are very lightweight gases. A star contains so much hydrogen and helium that the weight of these gases is enormous. The pressure at the center of a star is great enough to heat the gases.,the weight of these gases is enormous,"what happens to the weight of hydrogen and helium in a star ?
",82,118,enormous,0.2857142857142857
42,42,"If the core remaining after a supernova is more than about 5 times the mass of the Sun, the core collapses to become a black hole. Black holes are so dense that not even light can escape their gravity. For that reason, we cant see black holes.",Black holes are so dense,"why can ' t light escape a black hole ?
",131,154,their gravity,0.0
43,43,"If the core remaining after a supernova is more than about 5 times the mass of the Sun, the core collapses to become a black hole. Black holes are so dense that not even light can escape their gravity. For that reason, we cant see black holes.",not even light can escape their gravity,"why are black holes so dense ?
",161,199,not even light can escape their gravity,1.0
44,44,Rocks are made of minerals. The minerals may be so tiny that you can only see them with a microscope. The minerals may be really large.,The minerals may be so tiny,"why can ' t you see the minerals with a microscope ?
",28,54,the minerals may be so tiny,1.0
45,45,Rocks are made of minerals. The minerals may be so tiny that you can only see them with a microscope. The minerals may be really large.,you can only see them with a microscope,"why are the minerals so small ?
",61,99,that you can only see them with a microscope,0.9333333333333333
46,46,Renewable resources can be replaced as quickly as they are used. Renewable resources may also be so abundant that running out is impossible. The difference between non-renewable and renewable resources is like the difference between ordinary batteries and rechargeable ones.,Renewable resources may also be so abundant,"why is it impossible to run out of renewable resources ?
",65,107,renewable resources may also be so abundant,1.0
47,47,Renewable resources can be replaced as quickly as they are used. Renewable resources may also be so abundant that running out is impossible. The difference between non-renewable and renewable resources is like the difference between ordinary batteries and rechargeable ones.,running out is impossible,"what happens when renewable resources are so abundant ?
",114,138,can be replaced as quickly as they are used,0.0
48,48,"This makes a weak acid, called carbonic acid. This happens so often that carbonic acid is a common, weak acid found in nature. This acid works to dissolve rock.",This happens so often,"why is carbonic acid common in nature ?
",46,66,this happens so often,1.0
49,49,"This makes a weak acid, called carbonic acid. This happens so often that carbonic acid is a common, weak acid found in nature. This acid works to dissolve rock.","carbonic acid is a common, weak acid found in nature","why is carbonic acid common ?
",73,124,this happens so often,0.0
50,50,"You also may have seen this if you put a can of soda into the freezer so that it cools down quickly. If you leave the can in the freezer too long, the liquid expands so much that it bends or pops the can. (For the record, water is very unusual.","If you leave the can in the freezer too long, the liquid expands so much","what happens when a soda can is left in the freezer for too long ?
",101,172,the liquid expands so much that it bends or pops the can,0.45454545454545453
51,51,"You also may have seen this if you put a can of soda into the freezer so that it cools down quickly. If you leave the can in the freezer too long, the liquid expands so much that it bends or pops the can. (For the record, water is very unusual.",it bends or pops the can,"what happens if you leave the can in the freezer too long ?
",179,202,the liquid expands so much that it bends or pops the can,0.6666666666666666
52,52,"Limestone in the midwestern United States protects the area. One reason that the northeastern United States is so vulnerable to acid rain damage is that the rocks are not carbonates. Because pollutants can travel so far, much of the acid rain that falls hurts states or nations other than ones where the pollutants were released.",One reason that the northeastern United States is so vulnerable,"why are the rocks not carbonates ?
",61,123,one reason that the northeastern united states is so vulnerable to acid rain damage,0.8181818181818181
53,53,"Limestone in the midwestern United States protects the area. One reason that the northeastern United States is so vulnerable to acid rain damage is that the rocks are not carbonates. Because pollutants can travel so far, much of the acid rain that falls hurts states or nations other than ones where the pollutants were released.",the rocks are not carbonates,"why is the northeastern united states so vulnerable to acid rain damage ?
",153,180,the rocks are not carbonates,1.0
54,54,"One reason that the northeastern United States is so vulnerable to acid rain damage is that the rocks are not carbonates. Because pollutants can travel so far, much of the acid rain that falls hurts states or nations other than ones where the pollutants were released. All the rain that falls in Sweden is acidic and fish in lakes all over the country are dying.",Because pollutants can travel so far,"why does much of the acid rain that falls hurts countries other than ones where the pollutants were released ?
",122,157,because pollutants can travel so far,1.0
55,55,"One reason that the northeastern United States is so vulnerable to acid rain damage is that the rocks are not carbonates. Because pollutants can travel so far, much of the acid rain that falls hurts states or nations other than ones where the pollutants were released. All the rain that falls in Sweden is acidic and fish in lakes all over the country are dying.",falls hurts states or nations other than ones where the pollutants were released,"why is much of the acid rain that falls so far ?
",187,266,because pollutants can travel so far,0.1111111111111111
56,56,"Non-renewable resources vary in their availability; some are very abundant and others are rare. Materials, such as gravel or sand, are technically non-renewable, but they are so abundant that running out is no issue. Some resources are truly limited in quantity: when they are gone, they are gone, and something must be found that will replace them.","Materials, such as gravel or sand, are technically non-renewable, but they are so abundant","why is it possible to run out of non - renewable resources ?
",96,185,,0.0
57,57,"Non-renewable resources vary in their availability; some are very abundant and others are rare. Materials, such as gravel or sand, are technically non-renewable, but they are so abundant that running out is no issue. Some resources are truly limited in quantity: when they are gone, they are gone, and something must be found that will replace them.",running out is no issue,"why are non - renewable materials so abundant ?
",192,214,running out is no issue,1.0
58,58,"Besides abundance, a resources value is determined by how easy it is to locate and extract. If a resource is difficult to use, it will not be used until the price for that resource becomes so great that it is worth paying for. For example, the oceans are filled with an abundant supply of water, but desalination is costly, so it is used only where water is really limited (Figure 1.1).","If a resource is difficult to use, it will not be used until the price for that resource becomes so great","why is a resource value determined by how easy it is to locate and extract ?
",92,196,,0.0
59,59,"Besides abundance, a resources value is determined by how easy it is to locate and extract. If a resource is difficult to use, it will not be used until the price for that resource becomes so great that it is worth paying for. For example, the oceans are filled with an abundant supply of water, but desalination is costly, so it is used only where water is really limited (Figure 1.1).",it is worth paying for,"what happens when the price for a resource becomes too great to be used ?
",203,224,it is worth paying for,1.0
60,60,"Earth was so hot for three reasons: Gravitational contraction: As small bodies of rock and metal accreted, the planet grew larger and more massive. Gravity within such an enormous body squeezes the material in its interior so hard that the pressure swells. As Earths internal pressure grew, its temperature also rose.",Gravity within such an enormous body squeezes the material in its interior so hard,"why did the pressure swell on earth ?
",148,229,gravity within such an enormous body squeezes the material in its interior so hard,1.0
61,61,"Earth was so hot for three reasons: Gravitational contraction: As small bodies of rock and metal accreted, the planet grew larger and more massive. Gravity within such an enormous body squeezes the material in its interior so hard that the pressure swells. As Earths internal pressure grew, its temperature also rose.",the pressure swells,"what happens when gravity squeezes the material in the interior so hard ?
",236,254,the pressure swells,1.0
62,62,Ancient impact craters found on the Moon and inner planets indicate that asteroid impacts were common in the early solar system. Earth was struck so much in its first 500 million years that the heat was intense. Very few large objects have struck the planet in the past many hundreds of millions of year.,Earth was struck so much,"why was the heat on earth so intense ?
",129,152,earth was struck so much in its first 500 million years,0.625
63,63,Ancient impact craters found on the Moon and inner planets indicate that asteroid impacts were common in the early solar system. Earth was struck so much in its first 500 million years that the heat was intense. Very few large objects have struck the planet in the past many hundreds of millions of year.,the heat was intense,"why was earth struck so much in its first 500 million years ?
",190,209,the heat was intense,1.0
64,64,Intense heat from the early core drove rapid and vigorous mantle convection so that crust quickly recycled into the mantle. The recycling of basaltic crust was so effective that no remnants of it are found today. ,The recycling of basaltic crust was so effective,"why are no remnants of basaltic crust found today ?
",124,171,the recycling of basaltic crust was so effective,1.0
65,65,Intense heat from the early core drove rapid and vigorous mantle convection so that crust quickly recycled into the mantle. The recycling of basaltic crust was so effective that no remnants of it are found today. ,no remnants of it are found today,"why was the recycling of basaltic crust so effective ?
",178,210,that no remnants of it are found today,0.9333333333333333
66,66,"Over time, layer upon layer of these remains accumulated. Eventually, the layers were buried so deeply that they were crushed by an enormous mass of earth. The weight of this earth pressing down on these plant and animal remains created intense heat and pressure.","Eventually, the layers were buried so deeply","why were the remains crushed by an enormous mass of earth ?
",58,101,the layers were buried so deeply,0.9090909090909091
67,67,"Over time, layer upon layer of these remains accumulated. Eventually, the layers were buried so deeply that they were crushed by an enormous mass of earth. The weight of this earth pressing down on these plant and animal remains created intense heat and pressure.",they were crushed by an enormous mass of earth,"what happened to the layers of plant and animal remains ?
",108,153,accumulated,0.0
68,68,"Whether an ice field moves or not depends on the amount of ice in the field, the steepness of the slope and the roughness of the ground surface. Ice moves where the pressure is so great that it undergoes plastic flow. Ice also slides at the bottom, often lubricated by water that has melted and travels between the ground and the ice.",Ice moves where the pressure is so great,"why does ice undergo plastic flow ?
",145,184,the pressure is so great,0.7272727272727273
69,69,"Whether an ice field moves or not depends on the amount of ice in the field, the steepness of the slope and the roughness of the ground surface. Ice moves where the pressure is so great that it undergoes plastic flow. Ice also slides at the bottom, often lubricated by water that has melted and travels between the ground and the ice.",it undergoes plastic flow,"what happens when the pressure is too great for ice to move ?
",191,215,plastic flow,0.6666666666666666
70,70,"The passageway traps the heated water underground, so that heat and pressure can build. Eventually, the pressure grows so great that the superheated water bursts out onto the surface to create a geyser. Figure 1.2.","Eventually, the pressure grows so great","why is a geyser created ?
",88,126,the pressure grows so great that the superheated water bursts out onto the surface,0.5000000000000001
71,71,"The passageway traps the heated water underground, so that heat and pressure can build. Eventually, the pressure grows so great that the superheated water bursts out onto the surface to create a geyser. Figure 1.2.",the superheated water bursts out onto the surface to create a geyser,"what happens when the pressure grows so great ?
",133,200,the superheated water bursts out onto the surface to create a geyser,1.0
72,72,"Ice wedging works quickly, breaking apart rocks in areas with temperatures that cycle above and below freezing in the day and night, and also that cycle above and below freezing with the seasons. Ice wedging breaks apart so much rock that large piles of broken rock are seen at the base of a hillside, as rock fragments separate and tumble down. Ice wedging is common in Earths polar regions and mid latitudes, and also at higher elevations, such as in the mountains.",Ice wedging breaks apart so much,"why are large piles of broken rock seen at the base of a hillside ?
",196,227,rock fragments separate and tumble down,0.0
73,73,"Ice wedging works quickly, breaking apart rocks in areas with temperatures that cycle above and below freezing in the day and night, and also that cycle above and below freezing with the seasons. Ice wedging breaks apart so much rock that large piles of broken rock are seen at the base of a hillside, as rock fragments separate and tumble down. Ice wedging is common in Earths polar regions and mid latitudes, and also at higher elevations, such as in the mountains.","large piles of broken rock are seen at the base of a hillside, as rock fragments separate and tumble down","what happens when ice wedging breaks apart so much rock ?
",239,343,"large piles of broken rock are seen at the base of a hillside , as rock fragments separate and tumble down",1.0
74,74,"From about 3.0 to 3.5 billion years ago the Moon was continually bombarded by meteorites. Some of these meteorites were so large that they broke through the Moons newly formed surface. Then, magma flowed out and filled the craters.",Some of these meteorites were so large,"why did meteorites break through the moon ' s surface ?
",90,127,so large,0.4444444444444445
75,75,"From about 3.0 to 3.5 billion years ago the Moon was continually bombarded by meteorites. Some of these meteorites were so large that they broke through the Moons newly formed surface. Then, magma flowed out and filled the craters.",they broke through the Moons newly formed surface,"what happened to some of the meteorites that hit the moon ?
",134,182,,0.0
76,76,"Certainly no one today doubts that Earth orbits a star, the Sun. Photos taken from space, observations made by astronauts, and the fact that there has been so much successful space exploration that depends on understanding the structure of the solar system all confirm it. But in the early 17th century saying that Earth orbited the Sun rather than the reverse could get you tried for heresy, as it did Galileo.","Photos taken from space, observations made by astronauts, and the fact that there has been so much","why does no one doubt that earth orbits a star ?
",65,162,the sun,0.0
77,77,"Certainly no one today doubts that Earth orbits a star, the Sun. Photos taken from space, observations made by astronauts, and the fact that there has been so much successful space exploration that depends on understanding the structure of the solar system all confirm it. But in the early 17th century saying that Earth orbited the Sun rather than the reverse could get you tried for heresy, as it did Galileo.",depends on understanding the structure of the solar system all confirm it,"why is there so much successful space exploration ?
",198,270,depends on understanding the structure of the solar system,0.8235294117647058
78,78,"This circle moves around Earth in a larger circle, called a deferent. Ptolemys version of the geocentric model worked so well that it remained the accepted model of the universe for more than a thousand years. ",Ptolemys version of the geocentric model worked so well,"why did ptolemy remain the accepted model of the universe for more than a thousand years ?
",70,124,worked so well,0.5454545454545454
79,79,"This circle moves around Earth in a larger circle, called a deferent. Ptolemys version of the geocentric model worked so well that it remained the accepted model of the universe for more than a thousand years. ",it remained the accepted model of the universe for more than a thousand years,"why did ptolemy ' s model work so well ?
",131,207,that it remained the accepted model of the universe for more than a thousand years,0.9565217391304348
80,80,"Rocks are made of minerals. The mineral grains in a rock may be so tiny that you can only see them with a microscope, or they may be as big as your fingernail or even your finger (Figure Rocks are identified primarily by the minerals they contain and by their texture.",The mineral grains in a rock may be so tiny,"why can ' t you see the minerals in a rock with a microscope ?
",28,70,so tiny,0.4
81,81,"Rocks are made of minerals. The mineral grains in a rock may be so tiny that you can only see them with a microscope, or they may be as big as your fingernail or even your finger (Figure Rocks are identified primarily by the minerals they contain and by their texture.","you can only see them with a microscope, or they may be as big as your fingernail or even your finger","what happens to the tiny grains in a rock ?
",77,177,you can only see them with a microscope,0.5185185185185185
82,82," Stars are made mostly of hydrogen and helium, which are packed so densely in a star that in the stars center the pressure is great enough to initiate nuclear fusion reactions. In a nuclear fusion reaction, the nuclei of two atoms combine to create a new atom.","Stars are made mostly of hydrogen and helium, which are packed so densely","why do nuclear fusion reactions occur in stars ?
",1,73,the nuclei of two atoms combine to create a new atom,0.09090909090909093
83,83," Stars are made mostly of hydrogen and helium, which are packed so densely in a star that in the stars center the pressure is great enough to initiate nuclear fusion reactions. In a nuclear fusion reaction, the nuclei of two atoms combine to create a new atom.",in the stars center the pressure is great enough to initiate nuclear fusion reactions,"what happens when hydrogen and helium are packed so densely in a star ?
",90,174,in the stars center the pressure is great enough to initiate nuclear fusion reactions,1.0
84,84,This creates a huge hole or caldera into which the surface collapses (Figure 1.1). The caldera at Santorini in Greece is so large that it can only be seen by satellite. ,The caldera at Santorini in Greece is so large,"why can ' t it be seen by satellite ?
",83,128,this creates a huge hole or caldera into which the surface collapses,0.11111111111111112
85,85,This creates a huge hole or caldera into which the surface collapses (Figure 1.1). The caldera at Santorini in Greece is so large that it can only be seen by satellite. ,it can only be seen by satellite,"why is the caldera at santorini so large ?
",135,166,it can only be seen by satellite,1.0
86,86,A supervolcano could change life on Earth as we know it. Ash could block sunlight so much that photosynthesis would be reduced and global temperatures would plummet. Volcanic eruptions could have contributed to some of the mass extinctions in our planets history.,Ash could block sunlight so much,"why would a supervolcano reduce photosynthesis ?
",57,88,ash could block sunlight,0.8
87,87,A supervolcano could change life on Earth as we know it. Ash could block sunlight so much that photosynthesis would be reduced and global temperatures would plummet. Volcanic eruptions could have contributed to some of the mass extinctions in our planets history.,photosynthesis would be reduced and global temperatures would plummet,"what would happen if a supervolcano blocks sunlight ?
",95,163,could change life on earth as we know it,0.0
88,88,"One cannot see stellar parallax with the naked-eye, so Aristotle concluded that the earth must be at rest. (The stars are so far away, that one needs a good telescope to measure stellar parallax, which was first measured in 1838.) Aristotle believed that the objects in the heavens are perfect and unchanging.",(The stars are so far away,"why did aristotle believe that the earth must be at rest ?
",107,132,one cannot see stellar parallax with the naked - eye,0.0
89,89,"One cannot see stellar parallax with the naked-eye, so Aristotle concluded that the earth must be at rest. (The stars are so far away, that one needs a good telescope to measure stellar parallax, which was first measured in 1838.) Aristotle believed that the objects in the heavens are perfect and unchanging.","one needs a good telescope to measure stellar parallax, which was first measured in 1838","why did aristotle believe that the stars must be at rest ?
",140,227,"one cannot see stellar parallax with the naked - eye , so aristotle concluded that the earth must be at rest . ( the stars are so far away",0.16666666666666663
90,90," The density of molecules is so low in the thermosphere that one gas molecule can go about 1 km before it collides with another molecule. Since so little energy is transferred, the air feels very cold",The density of molecules is so low,"why does the thermosphere feel very cold ?
",1,34,since so little energy is transferred,0.3333333333333333
91,91," The density of molecules is so low in the thermosphere that one gas molecule can go about 1 km before it collides with another molecule. Since so little energy is transferred, the air feels very cold",one gas molecule can go about 1 km before it collides with another molecule,"why is the density of molecules so low in the thermosphere ?
",61,135,since so little energy is transferred,0.0
92,92," There is no real outer limit to the exosphere, the outermost layer of the atmosphere; the gas molecules finally become so scarce that at some point there are no more. Beyond the atmosphere is the solar wind.","There is no real outer limit to the exosphere, the outermost layer of the atmosphere; the gas molecules finally become so scarce","why is there no limit to the exosphere ?
",1,128,the gas molecules finally become so scarce that at some point there are no more,0.5
93,93," There is no real outer limit to the exosphere, the outermost layer of the atmosphere; the gas molecules finally become so scarce that at some point there are no more. Beyond the atmosphere is the solar wind.",at some point there are no more,"what happens when the gas molecules become so scarce ?
",135,165,at some point there are no more,1.0
94,94,"Uranus (YOOR-uh-nuhs) is named for the Greek god of the sky. From Earth, Uranus is so faint that it was unnoticed by ancient observers. William Herschel first discovered the planet in 1781.","From Earth, Uranus is so faint","why was uranus unnoticed by ancient observers ?
",61,90,uranus is so faint,0.8
95,95,"Uranus (YOOR-uh-nuhs) is named for the Greek god of the sky. From Earth, Uranus is so faint that it was unnoticed by ancient observers. William Herschel first discovered the planet in 1781.",it was unnoticed by ancient observers,"why was uranus so faint from earth ?
",97,133,it was unnoticed by ancient observers,1.0
96,96,"URL: The atmosphere of Venus is so thick that the atmospheric pressure on the planets surface is 90 times greater than the atmospheric pressure on Earths surface. The dense atmosphere totally obscures the surface of Venus, even from spacecraft orbiting the planet.",The atmosphere of Venus is so thick,"why is the atmospheric pressure on venus 90 times greater than on earth ' s surface ?
",5,39,the atmosphere of venus is so thick,1.0
97,97,"URL: The atmosphere of Venus is so thick that the atmospheric pressure on the planets surface is 90 times greater than the atmospheric pressure on Earths surface. The dense atmosphere totally obscures the surface of Venus, even from spacecraft orbiting the planet.",the atmospheric pressure on the planets surface is 90 times greater than the atmospheric pressure on Earths surface,"why is the atmosphere of venus so thick ?
",46,160,that the atmospheric pressure on the planets surface is 90 times greater than the atmospheric pressure on earths surface,0.967741935483871
98,98,"The deeper water of a lake makes up the profundal zone. There isnt enough light for photosynthesis in this zone, so most organisms here eat dead organisms that drift down from the water above. Organisms in the profundal zone may include clams, snails, and some species of fish.","There isnt enough light for photosynthesis in this zone, so most","why do organisms in the profundal zone eat dead organisms ?
",56,119,isnt enough light for photosynthesis,0.625
